condition,rating,idea_id,from_ego_id,for_alter_id
recommended,4,14722_9,ego_trt_145,alt_16
recommended,5,14723_9,ego_trt_145,alt_16
recommended,2,14724_9,ego_trt_145,alt_16
recommended,4,14725_9,ego_trt_145,alt_16
notrecommended,3,14760_9,ego_trt_145,alt_33
notrecommended,4,14761_9,ego_trt_145,alt_33
notrecommended,5,14762_9,ego_trt_145,alt_33
notrecommended,5,14763_9,ego_trt_145,alt_33
notrecommended,4,14764_9,ego_trt_145,alt_33
notrecommended,3,14765_9,ego_trt_145,alt_33
notrecommended,5,14800_9,ego_trt_145,alt_36
notrecommended,5,14801_9,ego_trt_145,alt_36
notrecommended,2,14802_9,ego_trt_145,alt_36
notrecommended,3,14803_9,ego_trt_145,alt_36
notrecommended,3,14804_9,ego_trt_145,alt_36
notrecommended,3,14805_9,ego_trt_145,alt_36
notrecommended,3,14840_9,ego_trt_145,alt_15
notrecommended,4,14841_9,ego_trt_145,alt_15
notrecommended,2,14842_9,ego_trt_145,alt_15
notrecommended,1,14843_9,ego_trt_145,alt_15
notrecommended,2,14844_9,ego_trt_145,alt_15
notrecommended,4,14845_9,ego_trt_145,alt_15
notrecommended,2,14880_9,ego_trt_145,alt_29
notrecommended,3,14881_9,ego_trt_145,alt_29
notrecommended,4,14882_9,ego_trt_145,alt_29
notrecommended,2,14883_9,ego_trt_145,alt_29
notrecommended,3,14884_9,ego_trt_145,alt_29
notrecommended,5,14885_9,ego_trt_145,alt_29
recommended,4,14920_9,ego_trt_145,alt_6
recommended,3,14921_9,ego_trt_145,alt_6
recommended,4,14922_9,ego_trt_145,alt_6
recommended,5,14923_9,ego_trt_145,alt_6
recommended,5,14924_9,ego_trt_145,alt_6
recommended,3,14925_9,ego_trt_145,alt_6
notrecommended,3,14712_9,ego_trt_152,alt_16
notrecommended,4,14713_9,ego_trt_152,alt_16
notrecommended,3,14714_9,ego_trt_152,alt_16
notrecommended,3,14715_9,ego_trt_152,alt_16
notrecommended,4,14716_9,ego_trt_152,alt_16
notrecommended,5,14717_9,ego_trt_152,alt_16
notrecommended,4,14752_9,ego_trt_152,alt_33
notrecommended,3,14753_9,ego_trt_152,alt_33
notrecommended,3,14754_9,ego_trt_152,alt_33
notrecommended,4,14755_9,ego_trt_152,alt_33
notrecommended,3,14756_9,ego_trt_152,alt_33
notrecommended,2,14757_9,ego_trt_152,alt_33
recommended,4,14792_9,ego_trt_152,alt_36
recommended,2,14794_9,ego_trt_152,alt_36
recommended,3,14795_9,ego_trt_152,alt_36
recommended,4,14796_9,ego_trt_152,alt_36
recommended,3,14797_9,ego_trt_152,alt_36
notrecommended,4,14832_9,ego_trt_152,alt_15
notrecommended,4,14833_9,ego_trt_152,alt_15
notrecommended,3,14834_9,ego_trt_152,alt_15
notrecommended,3,14835_9,ego_trt_152,alt_15
notrecommended,3,14837_9,ego_trt_152,alt_15
recommended,2,14872_9,ego_trt_152,alt_29
recommended,3,14873_9,ego_trt_152,alt_29
recommended,4,14874_9,ego_trt_152,alt_29
recommended,3,14875_9,ego_trt_152,alt_29
recommended,4,14876_9,ego_trt_152,alt_29
recommended,4,14877_9,ego_trt_152,alt_29
notrecommended,4,14912_9,ego_trt_152,alt_6
notrecommended,3,14913_9,ego_trt_152,alt_6
notrecommended,3,14914_9,ego_trt_152,alt_6
notrecommended,4,14915_9,ego_trt_152,alt_6
notrecommended,4,14916_9,ego_trt_152,alt_6
notrecommended,2,14917_9,ego_trt_152,alt_6
notrecommended,5,14720_9,ego_trt_154,alt_16
notrecommended,5,14721_9,ego_trt_154,alt_16
notrecommended,5,14722_9,ego_trt_154,alt_16
notrecommended,4,14723_9,ego_trt_154,alt_16
notrecommended,4,14724_9,ego_trt_154,alt_16
notrecommended,4,14725_9,ego_trt_154,alt_16
recommended,3,14760_9,ego_trt_154,alt_33
recommended,3,14761_9,ego_trt_154,alt_33
recommended,5,14762_9,ego_trt_154,alt_33
recommended,5,14763_9,ego_trt_154,alt_33
recommended,4,14764_9,ego_trt_154,alt_33
recommended,4,14765_9,ego_trt_154,alt_33
recommended,4,14800_9,ego_trt_154,alt_36
recommended,4,14801_9,ego_trt_154,alt_36
recommended,2,14802_9,ego_trt_154,alt_36
recommended,3,14803_9,ego_trt_154,alt_36
recommended,4,14804_9,ego_trt_154,alt_36
recommended,4,14805_9,ego_trt_154,alt_36
notrecommended,3,14840_9,ego_trt_154,alt_15
notrecommended,4,14841_9,ego_trt_154,alt_15
notrecommended,3,14842_9,ego_trt_154,alt_15
notrecommended,1,14843_9,ego_trt_154,alt_15
notrecommended,2,14844_9,ego_trt_154,alt_15
notrecommended,3,14845_9,ego_trt_154,alt_15
notrecommended,2,14880_9,ego_trt_154,alt_29
notrecommended,4,14881_9,ego_trt_154,alt_29
notrecommended,3,14882_9,ego_trt_154,alt_29
notrecommended,3,14883_9,ego_trt_154,alt_29
notrecommended,5,14884_9,ego_trt_154,alt_29
notrecommended,3,14885_9,ego_trt_154,alt_29
notrecommended,3,14920_9,ego_trt_154,alt_6
notrecommended,3,14921_9,ego_trt_154,alt_6
notrecommended,5,14922_9,ego_trt_154,alt_6
notrecommended,3,14923_9,ego_trt_154,alt_6
notrecommended,5,14924_9,ego_trt_154,alt_6
notrecommended,1,14925_9,ego_trt_154,alt_6
recommended,2,14720_9,ego_trt_151,alt_16
recommended,2,14721_9,ego_trt_151,alt_16
recommended,2,14722_9,ego_trt_151,alt_16
recommended,2,14723_9,ego_trt_151,alt_16
recommended,2,14724_9,ego_trt_151,alt_16
recommended,2,14725_9,ego_trt_151,alt_16
notrecommended,1,14760_9,ego_trt_151,alt_33
notrecommended,2,14761_9,ego_trt_151,alt_33
notrecommended,2,14762_9,ego_trt_151,alt_33
notrecommended,2,14763_9,ego_trt_151,alt_33
notrecommended,1,14764_9,ego_trt_151,alt_33
notrecommended,2,14765_9,ego_trt_151,alt_33
recommended,3,14800_9,ego_trt_151,alt_36
recommended,1,14801_9,ego_trt_151,alt_36
recommended,1,14802_9,ego_trt_151,alt_36
recommended,3,14803_9,ego_trt_151,alt_36
recommended,1,14804_9,ego_trt_151,alt_36
recommended,1,14805_9,ego_trt_151,alt_36
notrecommended,1,14840_9,ego_trt_151,alt_15
notrecommended,2,14841_9,ego_trt_151,alt_15
notrecommended,1,14842_9,ego_trt_151,alt_15
notrecommended,1,14843_9,ego_trt_151,alt_15
notrecommended,1,14844_9,ego_trt_151,alt_15
notrecommended,2,14845_9,ego_trt_151,alt_15
notrecommended,1,14880_9,ego_trt_151,alt_29
notrecommended,2,14881_9,ego_trt_151,alt_29
notrecommended,1,14882_9,ego_trt_151,alt_29
notrecommended,1,14883_9,ego_trt_151,alt_29
notrecommended,1,14884_9,ego_trt_151,alt_29
notrecommended,1,14885_9,ego_trt_151,alt_29
notrecommended,1,14920_9,ego_trt_151,alt_6
notrecommended,1,14921_9,ego_trt_151,alt_6
notrecommended,1,14922_9,ego_trt_151,alt_6
notrecommended,1,14923_9,ego_trt_151,alt_6
notrecommended,3,14924_9,ego_trt_151,alt_6
notrecommended,1,14925_9,ego_trt_151,alt_6
notrecommended,1,14720_9,ego_trt_155,alt_16
notrecommended,2,14721_9,ego_trt_155,alt_16
notrecommended,2,14722_9,ego_trt_155,alt_16
notrecommended,2,14723_9,ego_trt_155,alt_16
notrecommended,5,14724_9,ego_trt_155,alt_16
notrecommended,4,14725_9,ego_trt_155,alt_16
recommended,1,14760_9,ego_trt_155,alt_33
recommended,2,14761_9,ego_trt_155,alt_33
recommended,2,14762_9,ego_trt_155,alt_33
recommended,3,14763_9,ego_trt_155,alt_33
recommended,2,14764_9,ego_trt_155,alt_33
recommended,3,14765_9,ego_trt_155,alt_33
notrecommended,2,14800_9,ego_trt_155,alt_36
notrecommended,3,14801_9,ego_trt_155,alt_36
notrecommended,3,14802_9,ego_trt_155,alt_36
notrecommended,3,14803_9,ego_trt_155,alt_36
notrecommended,1,14804_9,ego_trt_155,alt_36
notrecommended,1,14805_9,ego_trt_155,alt_36
notrecommended,3,14840_9,ego_trt_155,alt_15
notrecommended,4,14841_9,ego_trt_155,alt_15
notrecommended,2,14842_9,ego_trt_155,alt_15
notrecommended,1,14843_9,ego_trt_155,alt_15
notrecommended,3,14844_9,ego_trt_155,alt_15
notrecommended,4,14845_9,ego_trt_155,alt_15
recommended,3,14880_9,ego_trt_155,alt_29
recommended,4,14881_9,ego_trt_155,alt_29
recommended,4,14882_9,ego_trt_155,alt_29
recommended,4,14883_9,ego_trt_155,alt_29
recommended,3,14884_9,ego_trt_155,alt_29
recommended,3,14885_9,ego_trt_155,alt_29
notrecommended,1,14920_9,ego_trt_155,alt_6
notrecommended,2,14921_9,ego_trt_155,alt_6
notrecommended,1,14922_9,ego_trt_155,alt_6
notrecommended,1,14923_9,ego_trt_155,alt_6
notrecommended,2,14924_9,ego_trt_155,alt_6
notrecommended,1,14925_9,ego_trt_155,alt_6
notrecommended,1,14712_9,ego_trt_149,alt_16
notrecommended,1,14713_9,ego_trt_149,alt_16
notrecommended,1,14714_9,ego_trt_149,alt_16
notrecommended,3,14715_9,ego_trt_149,alt_16
notrecommended,4,14716_9,ego_trt_149,alt_16
notrecommended,3,14717_9,ego_trt_149,alt_16
recommended,1,14752_9,ego_trt_149,alt_33
recommended,1,14753_9,ego_trt_149,alt_33
recommended,2,14754_9,ego_trt_149,alt_33
recommended,4,14755_9,ego_trt_149,alt_33
recommended,4,14756_9,ego_trt_149,alt_33
recommended,5,14757_9,ego_trt_149,alt_33
recommended,5,14792_9,ego_trt_149,alt_36
recommended,1,14794_9,ego_trt_149,alt_36
recommended,1,14795_9,ego_trt_149,alt_36
recommended,1,14796_9,ego_trt_149,alt_36
recommended,5,14797_9,ego_trt_149,alt_36
notrecommended,5,14832_9,ego_trt_149,alt_15
notrecommended,5,14833_9,ego_trt_149,alt_15
notrecommended,5,14834_9,ego_trt_149,alt_15
notrecommended,5,14835_9,ego_trt_149,alt_15
notrecommended,5,14837_9,ego_trt_149,alt_15
notrecommended,5,14872_9,ego_trt_149,alt_29
notrecommended,5,14873_9,ego_trt_149,alt_29
notrecommended,5,14874_9,ego_trt_149,alt_29
notrecommended,3,14875_9,ego_trt_149,alt_29
notrecommended,5,14876_9,ego_trt_149,alt_29
notrecommended,3,14877_9,ego_trt_149,alt_29
notrecommended,3,14912_9,ego_trt_149,alt_6
notrecommended,5,14913_9,ego_trt_149,alt_6
notrecommended,1,14914_9,ego_trt_149,alt_6
notrecommended,5,14915_9,ego_trt_149,alt_6
notrecommended,4,14916_9,ego_trt_149,alt_6
notrecommended,5,14917_9,ego_trt_149,alt_6
recommended,3,14712_9,ego_trt_148,alt_16
recommended,1,14713_9,ego_trt_148,alt_16
recommended,3,14714_9,ego_trt_148,alt_16
recommended,1,14715_9,ego_trt_148,alt_16
recommended,1,14716_9,ego_trt_148,alt_16
recommended,1,14717_9,ego_trt_148,alt_16
notrecommended,1,14752_9,ego_trt_148,alt_33
notrecommended,1,14753_9,ego_trt_148,alt_33
notrecommended,1,14754_9,ego_trt_148,alt_33
notrecommended,1,14755_9,ego_trt_148,alt_33
notrecommended,1,14756_9,ego_trt_148,alt_33
notrecommended,1,14757_9,ego_trt_148,alt_33
notrecommended,3,14792_9,ego_trt_148,alt_36
notrecommended,1,14794_9,ego_trt_148,alt_36
notrecommended,1,14795_9,ego_trt_148,alt_36
notrecommended,1,14796_9,ego_trt_148,alt_36
notrecommended,4,14797_9,ego_trt_148,alt_36
notrecommended,4,14832_9,ego_trt_148,alt_15
notrecommended,3,14833_9,ego_trt_148,alt_15
notrecommended,2,14834_9,ego_trt_148,alt_15
notrecommended,3,14835_9,ego_trt_148,alt_15
notrecommended,3,14837_9,ego_trt_148,alt_15
notrecommended,4,14872_9,ego_trt_148,alt_29
notrecommended,4,14873_9,ego_trt_148,alt_29
notrecommended,4,14874_9,ego_trt_148,alt_29
notrecommended,3,14875_9,ego_trt_148,alt_29
notrecommended,4,14876_9,ego_trt_148,alt_29
notrecommended,3,14877_9,ego_trt_148,alt_29
recommended,3,14912_9,ego_trt_148,alt_6
recommended,2,14913_9,ego_trt_148,alt_6
recommended,1,14914_9,ego_trt_148,alt_6
recommended,4,14915_9,ego_trt_148,alt_6
recommended,1,14916_9,ego_trt_148,alt_6
recommended,3,14917_9,ego_trt_148,alt_6
recommended,4,14728_9,ego_trt_145,alt_16
recommended,5,14729_9,ego_trt_145,alt_16
recommended,5,14730_9,ego_trt_145,alt_16
recommended,5,14731_9,ego_trt_145,alt_16
recommended,4,14732_9,ego_trt_145,alt_16
recommended,4,14733_9,ego_trt_145,alt_16
recommended,5,14768_9,ego_trt_145,alt_33
recommended,2,14769_9,ego_trt_145,alt_33
recommended,1,14770_9,ego_trt_145,alt_33
recommended,1,14771_9,ego_trt_145,alt_33
recommended,3,14772_9,ego_trt_145,alt_33
recommended,2,14773_9,ego_trt_145,alt_33
notrecommended,4,14808_9,ego_trt_145,alt_36
notrecommended,3,14809_9,ego_trt_145,alt_36
notrecommended,3,14810_9,ego_trt_145,alt_36
notrecommended,2,14811_9,ego_trt_145,alt_36
notrecommended,4,14812_9,ego_trt_145,alt_36
notrecommended,2,14813_9,ego_trt_145,alt_36
notrecommended,5,14848_9,ego_trt_145,alt_15
notrecommended,5,14849_9,ego_trt_145,alt_15
notrecommended,4,14850_9,ego_trt_145,alt_15
notrecommended,3,14852_9,ego_trt_145,alt_15
notrecommended,4,14853_9,ego_trt_145,alt_15
notrecommended,4,14888_9,ego_trt_145,alt_29
notrecommended,3,14889_9,ego_trt_145,alt_29
notrecommended,4,14890_9,ego_trt_145,alt_29
notrecommended,3,14891_9,ego_trt_145,alt_29
notrecommended,5,14892_9,ego_trt_145,alt_29
notrecommended,5,14893_9,ego_trt_145,alt_29
notrecommended,3,14928_9,ego_trt_145,alt_6
notrecommended,4,14929_9,ego_trt_145,alt_6
notrecommended,2,14930_9,ego_trt_145,alt_6
notrecommended,2,14931_9,ego_trt_145,alt_6
notrecommended,3,14932_9,ego_trt_145,alt_6
notrecommended,3,14933_9,ego_trt_145,alt_6
recommended,4,14720_9,ego_trt_152,alt_16
recommended,4,14721_9,ego_trt_152,alt_16
recommended,3,14722_9,ego_trt_152,alt_16
recommended,3,14723_9,ego_trt_152,alt_16
recommended,4,14724_9,ego_trt_152,alt_16
recommended,4,14725_9,ego_trt_152,alt_16
recommended,3,14760_9,ego_trt_152,alt_33
recommended,4,14761_9,ego_trt_152,alt_33
recommended,4,14762_9,ego_trt_152,alt_33
recommended,3,14763_9,ego_trt_152,alt_33
recommended,3,14764_9,ego_trt_152,alt_33
recommended,4,14765_9,ego_trt_152,alt_33
notrecommended,3,14800_9,ego_trt_152,alt_36
notrecommended,4,14801_9,ego_trt_152,alt_36
notrecommended,4,14802_9,ego_trt_152,alt_36
notrecommended,4,14803_9,ego_trt_152,alt_36
notrecommended,4,14804_9,ego_trt_152,alt_36
notrecommended,4,14805_9,ego_trt_152,alt_36
notrecommended,4,14840_9,ego_trt_152,alt_15
notrecommended,5,14841_9,ego_trt_152,alt_15
notrecommended,4,14842_9,ego_trt_152,alt_15
notrecommended,4,14843_9,ego_trt_152,alt_15
notrecommended,4,14844_9,ego_trt_152,alt_15
notrecommended,4,14845_9,ego_trt_152,alt_15
notrecommended,4,14880_9,ego_trt_152,alt_29
notrecommended,4,14881_9,ego_trt_152,alt_29
notrecommended,4,14882_9,ego_trt_152,alt_29
notrecommended,4,14883_9,ego_trt_152,alt_29
notrecommended,4,14884_9,ego_trt_152,alt_29
notrecommended,4,14885_9,ego_trt_152,alt_29
notrecommended,3,14920_9,ego_trt_152,alt_6
notrecommended,4,14921_9,ego_trt_152,alt_6
notrecommended,5,14922_9,ego_trt_152,alt_6
notrecommended,4,14923_9,ego_trt_152,alt_6
notrecommended,4,14924_9,ego_trt_152,alt_6
notrecommended,3,14925_9,ego_trt_152,alt_6
recommended,5,14728_9,ego_trt_154,alt_16
recommended,5,14729_9,ego_trt_154,alt_16
recommended,5,14730_9,ego_trt_154,alt_16
recommended,5,14731_9,ego_trt_154,alt_16
recommended,5,14732_9,ego_trt_154,alt_16
recommended,5,14733_9,ego_trt_154,alt_16
notrecommended,5,14768_9,ego_trt_154,alt_33
notrecommended,5,14769_9,ego_trt_154,alt_33
notrecommended,4,14770_9,ego_trt_154,alt_33
notrecommended,4,14771_9,ego_trt_154,alt_33
notrecommended,5,14772_9,ego_trt_154,alt_33
notrecommended,4,14773_9,ego_trt_154,alt_33
recommended,5,14808_9,ego_trt_154,alt_36
recommended,4,14809_9,ego_trt_154,alt_36
recommended,3,14810_9,ego_trt_154,alt_36
recommended,2,14811_9,ego_trt_154,alt_36
recommended,3,14812_9,ego_trt_154,alt_36
recommended,2,14813_9,ego_trt_154,alt_36
notrecommended,2,14848_9,ego_trt_154,alt_15
notrecommended,1,14849_9,ego_trt_154,alt_15
notrecommended,3,14850_9,ego_trt_154,alt_15
notrecommended,3,14852_9,ego_trt_154,alt_15
notrecommended,4,14853_9,ego_trt_154,alt_15
notrecommended,5,14888_9,ego_trt_154,alt_29
notrecommended,4,14889_9,ego_trt_154,alt_29
notrecommended,3,14890_9,ego_trt_154,alt_29
notrecommended,2,14891_9,ego_trt_154,alt_29
notrecommended,3,14892_9,ego_trt_154,alt_29
notrecommended,4,14893_9,ego_trt_154,alt_29
notrecommended,3,14928_9,ego_trt_154,alt_6
notrecommended,4,14929_9,ego_trt_154,alt_6
notrecommended,2,14930_9,ego_trt_154,alt_6
notrecommended,3,14931_9,ego_trt_154,alt_6
notrecommended,2,14932_9,ego_trt_154,alt_6
notrecommended,2,14933_9,ego_trt_154,alt_6
recommended,3,14728_9,ego_trt_151,alt_16
recommended,2,14729_9,ego_trt_151,alt_16
recommended,3,14730_9,ego_trt_151,alt_16
recommended,1,14731_9,ego_trt_151,alt_16
recommended,2,14732_9,ego_trt_151,alt_16
recommended,2,14733_9,ego_trt_151,alt_16
recommended,3,14768_9,ego_trt_151,alt_33
recommended,2,14769_9,ego_trt_151,alt_33
recommended,1,14770_9,ego_trt_151,alt_33
recommended,1,14771_9,ego_trt_151,alt_33
recommended,2,14772_9,ego_trt_151,alt_33
recommended,1,14773_9,ego_trt_151,alt_33
notrecommended,1,14808_9,ego_trt_151,alt_36
notrecommended,1,14809_9,ego_trt_151,alt_36
notrecommended,2,14810_9,ego_trt_151,alt_36
notrecommended,1,14811_9,ego_trt_151,alt_36
notrecommended,1,14812_9,ego_trt_151,alt_36
notrecommended,1,14813_9,ego_trt_151,alt_36
notrecommended,1,14848_9,ego_trt_151,alt_15
notrecommended,1,14849_9,ego_trt_151,alt_15
notrecommended,1,14850_9,ego_trt_151,alt_15
notrecommended,1,14852_9,ego_trt_151,alt_15
notrecommended,2,14853_9,ego_trt_151,alt_15
notrecommended,2,14888_9,ego_trt_151,alt_29
notrecommended,1,14889_9,ego_trt_151,alt_29
notrecommended,1,14890_9,ego_trt_151,alt_29
notrecommended,1,14891_9,ego_trt_151,alt_29
notrecommended,1,14892_9,ego_trt_151,alt_29
notrecommended,1,14893_9,ego_trt_151,alt_29
notrecommended,1,14928_9,ego_trt_151,alt_6
notrecommended,2,14929_9,ego_trt_151,alt_6
notrecommended,1,14930_9,ego_trt_151,alt_6
notrecommended,1,14931_9,ego_trt_151,alt_6
notrecommended,1,14932_9,ego_trt_151,alt_6
notrecommended,1,14933_9,ego_trt_151,alt_6
notrecommended,4,14712_9,ego_trt_146,alt_16
notrecommended,4,14713_9,ego_trt_146,alt_16
notrecommended,5,14714_9,ego_trt_146,alt_16
notrecommended,4,14715_9,ego_trt_146,alt_16
notrecommended,5,14716_9,ego_trt_146,alt_16
notrecommended,5,14717_9,ego_trt_146,alt_16
notrecommended,4,14752_9,ego_trt_146,alt_33
notrecommended,3,14753_9,ego_trt_146,alt_33
notrecommended,3,14754_9,ego_trt_146,alt_33
notrecommended,2,14755_9,ego_trt_146,alt_33
notrecommended,5,14756_9,ego_trt_146,alt_33
notrecommended,2,14757_9,ego_trt_146,alt_33
recommended,4,14792_9,ego_trt_146,alt_36
recommended,3,14794_9,ego_trt_146,alt_36
recommended,4,14795_9,ego_trt_146,alt_36
recommended,4,14796_9,ego_trt_146,alt_36
recommended,3,14797_9,ego_trt_146,alt_36
notrecommended,2,14832_9,ego_trt_146,alt_15
notrecommended,2,14833_9,ego_trt_146,alt_15
notrecommended,2,14834_9,ego_trt_146,alt_15
notrecommended,2,14835_9,ego_trt_146,alt_15
notrecommended,2,14837_9,ego_trt_146,alt_15
recommended,2,14872_9,ego_trt_146,alt_29
recommended,4,14873_9,ego_trt_146,alt_29
recommended,3,14874_9,ego_trt_146,alt_29
recommended,3,14875_9,ego_trt_146,alt_29
recommended,3,14876_9,ego_trt_146,alt_29
